sr_no,date,startup_name,industry_vertical,subvertical,city__location,investors_name,investmentntype,amount_in_usd
2135,08-12-2015,Yumist,Unknown,Unknown,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0
2136,09-12-2015,Jigsaw Academy,Unknown,Unknown,Bangalore,Manipal Global Education Services,Private Equity,3000000.0
2137,09-12-2015,JoeHukum,Unknown,Unknown,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,324500.0
2138,09-12-2015,Voxweb,Unknown,Unknown,Mumbai,Undisclosed Investor,Seed Funding,350000.0
2139,09-12-2015,Aye Finance,Unknown,Unknown,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0
2140,09-12-2015,JumboBasket,Unknown,Unknown,Chandigarh,Chandigarh Angels Network,Seed Funding,324500.0
2141,10-12-2015,BlackBuck,Unknown,Unknown,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0
2142,10-12-2015,HomeStudio,Unknown,Unknown,Bangalore,Bren Corporation,Private Equity,5000000.0
2143,10-12-2015,PropheSee,Unknown,Unknown,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0
2144,10-12-2015,i2e1,Unknown,Unknown,New Delhi,GrowX Ventures,Seed Funding,500000.0
2145,10-12-2015,Holisol Logistics,Unknown,Unknown,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0
2146,10-12-2015,Stay Simple Resorts,Unknown,Unknown,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,324500.0
2147,10-12-2015,Paynear,Unknown,Unknown,Hyderabad,Mitesh Majithia,Private Equity,2500000.0
2148,10-12-2015,Chillr,Unknown,Unknown,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0
2149,11-12-2015,EureQa,Unknown,Unknown,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0
2150,11-12-2015,LocalCircles,Unknown,Unknown,Noida,Anand Mahindra,Private Equity,5925000.0
2151,11-12-2015,GetFocus,Unknown,Unknown,Mumbai,Undisclosed investors,Seed Funding,324500.0
2152,11-12-2015,UrbanClap,Unknown,Unknown,Gurgaon,Ratan Tata,Private Equity,5925000.0
2153,11-12-2015,OnlineRTI,Unknown,Unknown,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0
2154,11-12-2015,Powerstores,Unknown,Unknown,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,324500.0
2155,11-12-2015,Weddingz.in,Unknown,Unknown,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0
2156,11-12-2015,Intelligent Interfaces,Unknown,Unknown,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,324500.0
2157,14-12-2015,Capricoast,Unknown,Unknown,Bangalore,"Accel Partners India, RB Investments",Private Equity,3500000.0
2158,14-12-2015,JetSetGo,Unknown,Unknown,Bangalore,Puneet Dalmia,Private Equity,5925000.0
2159,14-12-2015,Cabsguru,Unknown,Unknown,New Delhi,Prashanth Ranganathan,Seed Funding,200000.0
2160,14-12-2015,Whoop,Unknown,Unknown,Boston,Infosys,Private Equity,3000000.0
2161,15-12-2015,BookEventz,Unknown,Unknown,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,324500.0
2162,15-12-2015,Deal Street Asia,Unknown,Unknown,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,324500.0
2163,15-12-2015,Streamoid,Unknown,Unknown,Bangalore / Palo Alto,Undisclosed,Seed Funding,1000000.0
2164,16-12-2015,Housejoy,Unknown,Unknown,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0
2165,16-12-2015,Bluebirch,Unknown,Unknown,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000.0
2166,16-12-2015,MeraDoctor,Unknown,Unknown,Mumbai,Unilazer,Private Equity,1200000.0
2167,16-12-2015,STAGE 3,Unknown,Unknown,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,324500.0
2168,17-12-2015,Rivigo,Unknown,Unknown,Gurgaon,SAIF Partners and others,Private Equity,30000000.0
2169,17-12-2015,Springboard,Unknown,Unknown,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000.0
2170,17-12-2015,Eatfresh,Unknown,Unknown,Bangalore,Kalaari Capital,Private Equity,5925000.0
2171,18-12-2015,Ampere Vehicles,Unknown,Unknown,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000.0
2172,18-12-2015,Focus Digit,Unknown,Unknown,New Delhi,Turning Ideas,Seed Funding,324500.0
2173,18-12-2015,The News Minute,Unknown,Unknown,Bangalore,Quintillion Media,Seed Funding,324500.0
2174,18-12-2015,CBREX,Unknown,Unknown,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000.0
2175,21-12-2015,TruckMandi,Unknown,Unknown,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000.0
2176,21-12-2015,Peppertap,Unknown,Unknown,Gurgaon,Innoven Capital,Private Equity,4000000.0
2177,21-12-2015,KOOH Sports,Unknown,Unknown,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000.0
2178,22-12-2015,RentOnGo,Unknown,Unknown,Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,324500.0
2179,22-12-2015,Industrybuying,Unknown,Unknown,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,324500.0
2180,22-12-2015,Zapr,Unknown,Unknown,Gurgaon,Dinesh Agarwal,Seed Funding,324500.0
2181,22-12-2015,LatestOne,Unknown,Unknown,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.0
2182,22-12-2015,PlanetGogo,Unknown,Unknown,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,324500.0
2183,22-12-2015,Arya.ai,Unknown,Unknown,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0
2184,22-12-2015,Doctor Insta,Unknown,Unknown,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0
2185,22-12-2015,MobieFit,Unknown,Unknown,Goa,Medi Assist,Private Equity,1000000.0
2186,23-12-2015,LafaLafa,Unknown,Unknown,Mumbai,Vectr Ventures,Private Equity,5925000.0
2187,23-12-2015,Mech Mocha,Unknown,Unknown,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0
2188,23-12-2015,Shotang.com,Unknown,Unknown,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0
2189,23-12-2015,CityFurnish,Unknown,Unknown,Gurgaon,Jitendra Gupta,Seed Funding,324500.0
2190,24-12-2015,Black White Orange,Unknown,Unknown,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0
2191,24-12-2015,Kolabro,Unknown,Unknown,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,324500.0
2192,24-12-2015,Canvera,Unknown,Unknown,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0
2193,28-12-2015,Town Essentials,Unknown,Unknown,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0
2194,28-12-2015,Bumper,Unknown,Unknown,Bangalore,SAIF Partners,Seed Funding,500000.0
2195,29-12-2015,Hotify,Unknown,Unknown,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0
2196,29-12-2015,MobiKwik,Unknown,Unknown,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0
2197,30-12-2015,Intelligent Interfaces,Unknown,Unknown,Bangalore,Yuvraj Singh,Seed Funding,324500.0
2198,02-11-2015,Twigly,Unknown,Unknown,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0
2199,02-11-2015,CityFlo,Unknown,Unknown,Mumbai,IDG Ventures,Seed Funding,750000.0
2200,03-11-2015,Findyahan,Unknown,Unknown,Noida,Times Group Brand Capital,Private Equity,5925000.0
2201,03-11-2015,Sabse,Unknown,Unknown,Mumbai,Ratan Tata,Private Equity,5925000.0
2202,03-11-2015,Pokkt,Unknown,Unknown,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0
2203,03-11-2015,oibanit,Unknown,Unknown,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0
2204,03-11-2015,Stuffed,Unknown,Unknown,Mumbai,Riqueza Capital,Seed Funding,385000.0
2205,03-11-2015,LoanBaba,Unknown,Unknown,Mumbai,Unknown,Seed Funding,320000.0
2206,03-11-2015,Deyor Rooms,Unknown,Unknown,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0
2207,03-11-2015,Bidgely,Unknown,Unknown,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0
2208,04-11-2015,Shirsa Labs,Unknown,Unknown,Mumbai,ah! Ventures,Seed Funding,250000.0
2209,04-11-2015,Paytunes,Unknown,Unknown,New Delhi,CIO Angel Network,Seed Funding,324500.0
2210,04-11-2015,YourDOST,Unknown,Unknown,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0
2211,05-11-2015,BookMyBai,Unknown,Unknown,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0
2212,05-11-2015,MyIndianStay,Unknown,Unknown,Goa,Undisclosed investors,Seed Funding,200000.0
2213,05-11-2015,Bobble,Unknown,Unknown,New Delhi,SAIF Partners & others,Private Equity,5925000.0
2214,06-11-2015,RepUp,Unknown,Unknown,Gurgaon,Indian Angel Network,Seed Funding,324500.0
2215,06-11-2015,Satvacart,Unknown,Unknown,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0
2216,06-11-2015,POPxo.com,Unknown,Unknown,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0
2217,06-11-2015,SparesHub,Unknown,Unknown,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0
2218,06-11-2015,Explara,Unknown,Unknown,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0
2219,06-11-2015,Soothe Healthcare,Unknown,Unknown,Noida,Saina Nehwal,Seed Funding,324500.0
2220,06-11-2015,Yuvi Hospitality,Unknown,Unknown,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0
2221,09-11-2015,AppVirality,Unknown,Unknown,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0
2222,09-11-2015,iStar Skill Development,Unknown,Unknown,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0
2223,09-11-2015,BigStylist.com,Unknown,Unknown,Mumbai,Info Edge,Private Equity,1000000.0
2224,09-11-2015,Zilingo,Unknown,Unknown,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0
2225,09-11-2015,Didi,Unknown,Unknown,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0
2226,09-11-2015,Skoov.com,Unknown,Unknown,Mumbai,undisclosed investor,Seed Funding,150000.0
2227,10-11-2015,Chefs Basket,Unknown,Unknown,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0
2228,11-11-2015,Gingercrush,Unknown,Unknown,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,324500.0
2229,11-11-2015,Delight Foods,Unknown,Unknown,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0
2230,11-11-2015,6Degree,Unknown,Unknown,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,324500.0
2231,11-11-2015,RenewBuy,Unknown,Unknown,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0
2232,11-11-2015,Grab,Unknown,Unknown,Mumbai,Sixth Sense Ventures,Seed Funding,324500.0
2233,12-11-2015,Hitwicket,Unknown,Unknown,Hyderabad,Chennai Angels,Seed Funding,250000.0
2234,13-11-2015,Flashdoor,Unknown,Unknown,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,324500.0
2235,16-11-2015,Cashkaro.com,Unknown,Unknown,Gurgaon,Kalaari Capital,Private Equity,3700000.0
2236,16-11-2015,Absentia,Unknown,Unknown,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0
2237,16-11-2015,Renowala,Unknown,Unknown,Hyderabad,Logtally,Seed Funding,324500.0
2238,16-11-2015,TaskBucks,Unknown,Unknown,New Delhi,Times Internet,Private Equity,15000000.0
2239,17-11-2015,CraftsVilla,Unknown,Unknown,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0
2240,17-11-2015,Julia Computing,Unknown,Unknown,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0
2241,17-11-2015,StyleTag,Unknown,Unknown,Bangalore,Jitu Virwani,Seed Funding,7500000.0
2242,17-11-2015,Smytten,Unknown,Unknown,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0
2243,17-11-2015,BiBox,Unknown,Unknown,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0
2244,17-11-2015,Convegenius,Unknown,Unknown,Noida / Singapore,Enablers platform,Seed Funding,300000.0
2245,18-11-2015,Ola,Unknown,Unknown,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0
2246,18-11-2015,Goodbox,Unknown,Unknown,Bangalore,Nexus Venture Partners,Private Equity,2500000.0
2247,18-11-2015,ScoopWhoop,Unknown,Unknown,New Delhi,Kalaari Capital,Private Equity,4000000.0
2248,18-11-2015,Hipship,Unknown,Unknown,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,324500.0
2249,18-11-2015,Pickrr,Unknown,Unknown,New Delhi,Palaash Ventures,Seed Funding,324500.0
2250,18-11-2015,Truelancer,Unknown,Unknown,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,324500.0
2251,19-11-2015,AHA Taxis,Unknown,Unknown,Noida,ah! Ventures,Seed Funding,324500.0
2252,19-11-2015,UrbanClap,Unknown,Unknown,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0
2253,19-11-2015,SenseGiz,Unknown,Unknown,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0
2254,19-11-2015,PlaceofOrigin,Unknown,Unknown,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,324500.0
2255,19-11-2015,Fourseven,Unknown,Unknown,New Delhi,Indian Angel Network,Seed Funding,455000.0
2256,20-11-2015,MindTickle,Unknown,Unknown,Pune / US,New Enterprise Associates,Private Equity,12500000.0
2257,20-11-2015,Shopsense,Unknown,Unknown,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,324500.0
2258,20-11-2015,Medinfi,Unknown,Unknown,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0
2259,20-11-2015,OUWT,Unknown,Unknown,Mumbai,Undisclosed investors,Seed Funding,150000.0
2260,20-11-2015,HeyPillow,Unknown,Unknown,Bangalore,Hampton Capital,Private Equity,3000000.0
2261,21-11-2015,Healers At Home,Unknown,Unknown,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,324500.0
2262,21-11-2015,Caravan Craft,Unknown,Unknown,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0
2263,21-11-2015,Talkoot,Unknown,Unknown,Bangalore,Undisclosed investors,Seed Funding,100000.0
2264,23-11-2015,RentoMojo,Unknown,Unknown,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000.0
2265,23-11-2015,Medikoe,Unknown,Unknown,Bangalore,Anil Menon,Seed Funding,100000.0
2266,24-11-2015,Stylofie,Unknown,Unknown,Gurgaon,Swastika,Seed Funding,250000.0
2267,24-11-2015,ServX,Unknown,Unknown,New Delhi,Manish Gupta,Seed Funding,324500.0
2268,24-11-2015,Naaptol,Unknown,Unknown,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0
2269,24-11-2015,Crayon Data,Unknown,Unknown,Chennai/ Singapore,Ratan Tata,Private Equity,5925000.0
2270,25-11-2015,EarlySalary.com,Unknown,Unknown,Mumbai,Ashok Agarwal,Seed Funding,1500000.0
2271,25-11-2015,Tooler,Unknown,Unknown,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0
2272,25-11-2015,S Chand,Unknown,Unknown,New Delhi,IFC Everstone Group,Private Equity,27000000.0
2273,26-11-2015,Stelae,Unknown,Unknown,Chennai,Earlsfield Capital,Private Equity,5925000.0
2274,26-11-2015,GoQii,Unknown,Unknown,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0
2275,26-11-2015,Grofers,Unknown,Unknown,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0
2276,26-11-2015,Pluss,Unknown,Unknown,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0
2277,26-11-2015,KountMoney,Unknown,Unknown,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,324500.0
2278,27-11-2015,StayGlad,Unknown,Unknown,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,5925000.0
2279,27-11-2015,JustRide,Unknown,Unknown,Mumbai,Unknown,Private Equity,2000000.0
2280,27-11-2015,Fastudent,Unknown,Unknown,Noida,Ashish Gupta,Seed Funding,324500.0
2281,27-11-2015,LearnOn,Unknown,Unknown,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,324500.0
2282,27-11-2015,Talentrack,Unknown,Unknown,New Delhi,Unigrowth Inc,Seed Funding,324500.0
2283,28-11-2015,M-TAXI,Unknown,Unknown,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,324500.0
2284,30-11-2015,Baxi,Unknown,Unknown,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000.0
2285,30-11-2015,Superhero Brands,Unknown,Unknown,Mumbai,DSG Consumer Partners,Seed Funding,540000.0
2286,30-11-2015,MoMagic,Unknown,Unknown,New Delhi,FIH Mobile Ltd,Private Equity,5925000.0
2287,30-11-2015,QikPod,Unknown,Unknown,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0
2288,30-11-2015,Butterfly Interactive,Unknown,Unknown,New Delhi,Undisclosed investors,Seed Funding,324500.0
2289,30-11-2015,Bro4U,Unknown,Unknown,Bangalore,Sargod Ventures,Seed Funding,324500.0
2290,01-10-2015,Indifi,Unknown,Unknown,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,324500.0
2291,01-10-2015,Wydr,Unknown,Unknown,New Delhi,Sandeep Aggarwal,Seed Funding,324500.0
2292,01-10-2015,EasyFix,Unknown,Unknown,Gurgaon,Axilor Ventures,Seed Funding,324500.0
2293,01-10-2015,Muvizz,Unknown,Unknown,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0
2294,01-10-2015,Abhibus,Unknown,Unknown,Hyderabad,Paytm (One97 communications),Private Equity,5925000.0
2295,01-10-2015,Cleartax,Unknown,Unknown,New Delhi,Paytm (One97 communications),Private Equity,5925000.0
2296,02-10-2015,Shopalyst,Unknown,Unknown,Bangalore,Kalaari Capital,Private Equity,2000000.0
